Supplementary Table 2.  Description of all core sequences.						
						
Core metagenome ID	Functional Description	Taxonomy	CAZy class	Acc. No.	Average Abundance (per recA)	Std Error
aggregates-combined-assembly1_5180336_1_862_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.028838345	0.009465191
aggregates-combined-assembly1_5468143_1036_1316_+	Putative glycosyl hydrolase	Bacteria;Actinobacteria;Actinobacteridae	GH15	CAM61728.1	0.028725974	0.004082109
aggregates-combined-assembly1_5600697_86_571_-	hypothetical protein MAP_3252	Bacteria;Actinobacteria;Actinobacteridae	GT9	AAS05800.1	0.028715993	0.005505057
aggregates-combined-assembly1_4918437_1_274_-	penicillin-binding protein (transglycosylase/transpeptidase)	Bacteria;Actinobacteria;Actinobacteridae	GT51	AAT83856.1	0.02870003	0.006697319
aggregates-combined-assembly1_5338766_1_413_+	hypothetical protein	Eukaryota;Fungi;Ascomycota	GH93	EAA29319.1	0.028693141	0.008595714
aggregates-combined-assembly1_5601693_1_638_+	"glycosyl transferase, family 2"	Bacteria;Acidobacteria;Solibacteres	GT2	ABJ83115.1	0.028675201	0.005581006
aggregates-combined-assembly1_5350720_1281_1693_-	putative intercellular adhesion protein A	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	BAF90624.1	0.028636745	0.010149574
aggregates-combined-assembly1_5635994_1_954_+	hypothetical protein	Eukaryota;Fungi;Ascomycota	CBM1	XP_322292.1	0.028633051	0.006671971
aggregates-combined-assembly1_5572660_115_705_+	TPR repeat protein	Bacteria;Acidobacteria;Acidobacteriales	GT41	ABF43727.1	0.028538619	0.005358646
aggregates-combined-assembly1_5336762_1_481_+	"glycosyl transferase, family 2"	Bacteria;Chloroflexi;Chloroflexales	GT2	ABQ92748.1	0.028428492	0.010540466
aggregates-combined-assembly1_5441865_189_466_-	putative glycosyl transferase	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABE37141.1	0.028399793	0.006780565
aggregates-combined-assembly1_5392843_1_270_+	penicillin-binding protein (transglycosylase/transpeptidase)	Bacteria;Actinobacteria;Actinobacteridae	GT51	AAT83856.1	0.028382413	0.011011692
aggregates-combined-assembly1_5624632_1_613_-	PHP family phosphoesterase fused to glycosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT4	ACD84038.1	0.028377964	0.005621746
aggregates-combined-assembly1_5438276_1_679_-	probable lipopolysaccharide biosynthesis protein BplA-putative NADH-dependent oxidoreductase	Bacteria;Planctomycetes;Planctomycetacia	none	CAD78915.1	0.02836738	0.00582429
aggregates-combined-assembly1_5496691_338_647_+	malto-oligosyltrehalose trehalohydrolase	Bacteria;Verrucomicrobia;Opitutae	CBM48	ACB76941.1	0.028357492	0.007286285
aggregates-combined-assembly1_5479461_1_518_+	gll2003	Bacteria;Cyanobacteria;Gloeobacteria	GH1	BAC89944.1	0.028325322	0.009885803
aggregates-combined-assembly1_5616204_1_560_-	hypothetical protein with NDP-sugar oxidoreductase domain	Bacteria;Proteobacteria;Deltaproteobacteria	GH1	CAN93214.1	0.028268683	0.007807482
aggregates-combined-assembly1_4712040_56_484_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.028258855	0.005371141
aggregates-combined-assembly1_5439733_1_1008_+	"glycosyl transferase, group 1"	Archaea;Euryarchaeota;Methanomicrobia	GT4	ABN56890.1	0.028222268	0.00925714
aggregates-combined-assembly1_5136137_1_836_+	putative lipoprotein	Bacteria;Proteobacteria;Deltaproteobacteria	CE1	ABF88528.1	0.028200438	0.009988867
aggregates-combined-assembly1_4929992_1_532_+	alpha-glucan phosphorylase	Bacteria;Actinobacteria;Actinobacteridae	GT35	AAZ54624.1	0.028129857	0.007409792
aggregates-combined-assembly1_5441930_1_793_-	putative glycosyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT1	CAM01320.1	0.028124386	0.009596264
aggregates-combined-assembly1_4988559_1_281_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.028097687	0.010352092
aggregates-combined-assembly1_4988559_532_834_+	"alpha,alpha-trehalose-phosphate synthase/trehalose-phosphatase"	Bacteria;Proteobacteria;Deltaproteobacteria	GT20	ABF90730.1	0.028097687	0.010352092
aggregates-combined-assembly1_5588221_1_609_+	hypothetical protein ESA_04105	Bacteria;Proteobacteria;Gammaproteobacteria	GT4	ABU79286.1	0.028079596	0.00920962
aggregates-combined-assembly1_4956956_1_298_+	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Bacteria;Cyanobacteria;Chroococcales	GT28	BAC09361.1	0.028039934	0.010094382
aggregates-combined-assembly1_5575233_1_652_+	peptidase M23B	Bacteria;Firmicutes;Clostridia	GH23	ABY92024.1	0.027979601	0.002364054
aggregates-combined-assembly1_5393497_1_319_+	putative oxidoreductase (putative secreted protein)	Bacteria;Bacteroidetes;Sphingobacteria	GH109	EAZ80128.1	0.027972245	0.006040354
aggregates-combined-assembly1_4817579_1_231_-	glycoside hydrolase	Bacteria;Actinobacteria;Actinobacteridae	GH15	ABK72415.1	0.027962975	0.007240623
aggregates-combined-assembly1_5299682_1_308_-	Carbohydrate-binding family V/XII	Bacteria;Chloroflexi;Herpetosiphonales	CBM12	ABX04833.1	0.027889862	0.010940104
aggregates-combined-assembly1_5626167_119_390_-	alpha-D-mannose-alpha(1-6)phosphatidyl myo-inositol monomannoside transferase	Bacteria;Firmicutes;Bacillales	GT4	BAB06407.1	0.027885504	0.009126735
aggregates-combined-assembly1_5441440_425_781_+	"beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family"	Bacteria;Proteobacteria;Gammaproteobacteria	GH39	BAA95685.1	0.027853694	0.007954692
aggregates-combined-assembly1_5391759_1_445_+	polysaccharide deacetylase	Bacteria;Actinobacteria;Actinobacteridae	CE4	ABG11383.1	0.027839509	0.005159007
aggregates-combined-assembly1_5388792_87_770_+	amidohydrolase	Bacteria;Thermotogae;Thermotogales	CE9	ABS60203.1	0.027647286	0.00917962
aggregates-combined-assembly1_5188386_1_939_-	TPR repeat-containing protein	Bacteria;Proteobacteria;Betaproteobacteria	GT41	ABP35040.1	0.027642929	0.007325079
aggregates-combined-assembly1_5322107_1_521_-	glycosyl transferase family 2	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	ABD54162.1	0.027636459	0.003919925
aggregates-combined-assembly1_5323013_1042_1605_+	lipase	Bacteria;Proteobacteria;Gammaproteobacteria	CE10	AAF84062.1	0.027630417	0.009046793
aggregates-combined-assembly1_5323013_584_1036_+	lipase	Bacteria;Proteobacteria;Gammaproteobacteria	CE10	AAF84062.1	0.027630417	0.009046793
aggregates-combined-assembly1_5244295_1_663_-	N-acetylglucosamine-6-phosphate deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE9	ACB82938.1	0.027625457	0.007740417
aggregates-combined-assembly1_5548823_1_824_-	mannosidase	Bacteria;Actinobacteria;Actinobacteridae	GH2	AAD42775.1	0.027580819	0.00471367
aggregates-combined-assembly1_5611936_1_912_-	conserved hypothetical protein	Bacteria;Planctomycetes;Planctomycetacia	GH13	CAJ73822.1	0.027574441	0.006079161
aggregates-combined-assembly1_5282667_599_835_-	putative polyprenol phosphate mannosyl transferase 1 (Ppm1)	Bacteria;Planctomycetes;Planctomycetacia	GT2	CAD75990.1	0.027522402	0.009141162
aggregates-combined-assembly1_5282667_976_1259_-	putative polyprenol phosphate mannosyl transferase 1 (Ppm1)	Bacteria;Planctomycetes;Planctomycetacia	GT2	CAD75990.1	0.027522402	0.009141162
aggregates-combined-assembly1_5496955_1_603_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.027475049	0.006512613
aggregates-combined-assembly1_5177011_1_994_-	putative GntR-family transcriptional regulator	Bacteria;Actinobacteria;Actinobacteridae	CBM35	CAJ88274.1	0.027454066	0.007101983
aggregates-combined-assembly1_5523286_1_803_+	Mannose-1-phosphate guanylyltransferase (GDP)	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ACC75758.1	0.027381707	0.009570462
aggregates-combined-assembly1_5378838_1_528_+	glycosyl transferase group 1	Bacteria;Verrucomicrobia;Opitutae	GT4	ACB75887.1	0.027376687	0.012891169
aggregates-combined-assembly1_5402300_137_437_-	"glycosyl transferase, group 1 family protein"	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABC37144.1	0.027357541	0.007436754
aggregates-combined-assembly1_4826055_1_738_-	putative glycosyl transferase (WbnE)	Bacteria;Planctomycetes;Planctomycetacia	GT4	CAD78573.1	0.027304145	0.008876552
aggregates-combined-assembly1_5207118_411_706_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.027287938	0.00875384
aggregates-combined-assembly1_5549472_1_531_+	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	Bacteria;Proteobacteria;Deltaproteobacteria	GT30	ABA88509.1	0.027287695	0.007044976
aggregates-combined-assembly1_5549472_571_1002_+	tetraacyldisaccharide 4'-kinase	Bacteria;Proteobacteria;Deltaproteobacteria	GT30	ABW67237.1	0.027287695	0.007044976
aggregates-combined-assembly1_5190639_363_833_+	putative bifunctional protein: peroxiredoxin/chitinase	Bacteria;Firmicutes;Clostridia	GH18	CAJ68298.1	0.027254395	0.003633042
aggregates-combined-assembly1_5353941_1_633_-	amidohydrolase	Bacteria;Firmicutes;Clostridia	CE9	ABW20008.1	0.027251771	0.005781196
aggregates-combined-assembly1_5327812_1_429_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.027246903	0.005332113
aggregates-combined-assembly1_5203529_472_930_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.027236503	0.010488487
aggregates-combined-assembly1_4860045_1_594_+	cellulose synthase catalytic subunit-like protein	Bacteria;Spirochaetes;Spirochaetales	GT2	AAN49196.1	0.027184976	0.01284229
aggregates-combined-assembly1_5241806_225_550_+	peptidase S8 and S53 subtilisin kexin sedolisin	Bacteria;Proteobacteria;Gammaproteobacteria	CBM5	ACA88898.1	0.027179924	0.00468526
aggregates-combined-assembly1_5639515_1_473_+	SPY protein	Bacteria;Proteobacteria;Alphaproteobacteria	GT41	BAE51161.1	0.027165075	0.004548065
aggregates-combined-assembly1_5258021_1270_1905_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Magnetococcus	GT2	ABK44058.1	0.027148357	0.007372957
aggregates-combined-assembly1_5258021_138_869_-	"Glycosyl transferase, group 1"	Bacteria;Proteobacteria;Betaproteobacteria	GT4	AAZ44914.1	0.027148357	0.007372957
aggregates-combined-assembly1_5068744_225_691_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.027122262	0.008467786
aggregates-combined-assembly1_5523281_199_669_+	Mannose-1-phosphate guanylyltransferase (GDP)	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ACC75758.1	0.02709683	0.006727997
aggregates-combined-assembly1_4912722_1_450_-	Dolichyl-diphosphooligosaccharide--protein glycotransferase	Archaea;Crenarchaeota;Thermoprotei	GT66	ABX11975.1	0.027093228	0.006501452
aggregates-combined-assembly1_5176975_1_952_+	trehalase	Bacteria;Bacteroidetes;Flavobacteria	GH37	CAL65732.1	0.02709187	0.005800033
aggregates-combined-assembly1_5282204_1171_2007_+	glycosyltransferase	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	ABI61641.1	0.027087002	0.00802136
aggregates-combined-assembly1_5180517_1_681_-	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.027064417	0.006933552
aggregates-combined-assembly1_5626915_1042_1320_+	"putative O-linked N-acetylglucosamine transferase, SPINDLY family"	Bacteria;Proteobacteria;Alphaproteobacteria	GT41	ABQ37576.1	0.02699257	0.00630183
aggregates-combined-assembly1_5093943_1_409_+	beta-glucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH3	ABG94752.1	0.026977813	0.010177878
aggregates-combined-assembly1_5055991_354_1042_-	heparinase II/III-like protein	Bacteria;Firmicutes;Clostridia	PL12	ABG85036.1	0.026920723	0.007699553
aggregates-combined-assembly1_5341223_1_394_+	putative sugar synthase	Bacteria;Actinobacteria;Actinobacteridae	GH13	CAQ01637.1	0.026873553	0.008372231
aggregates-combined-assembly1_4971219_150_983_-	Heparinase II/III family protein	Bacteria;Proteobacteria;Gammaproteobacteria	PL12	ABM02293.1	0.026852234	0.007795824
aggregates-combined-assembly1_5417321_1_463_-	conserved hypothetical protein	Bacteria;Proteobacteria;Betaproteobacteria	none	ABI59546.1	0.026755558	0.009495992
aggregates-combined-assembly1_5547938_1_643_+	"glycosyl transferase, group 2 family protein"	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	ACD61177.1	0.026749332	0.006440818
aggregates-combined-assembly1_5470587_1_452_+	filamentous haemagglutinin family outer membrane protein	Bacteria;Cyanobacteria;Nostocales	GT2	ACC79942.1	0.026744883	0.004127123
aggregates-combined-assembly1_5366081_1_844_+	"glycosyl transferase, group 1"	Bacteria;Chloroflexi;Chloroflexales	GT4	ABQ89195.1	0.026738237	0.007438611
aggregates-combined-assembly1_5636048_1_407_-	"glycosyl transferase, family 2"	Bacteria;Cyanobacteria;Oscillatoriales	GT2	ABG50779.1	0.02667673	0.008093243
aggregates-combined-assembly1_5164300_1_812_+	TPR repeat protein	Bacteria;environmental;	GT41	AAR38498.1	0.02666639	0.009122307
aggregates-combined-assembly1_4987044_23_873_-	hypothetical protein ATCV1_Z178L	Viruses;dsDNA;Phycodnaviridae	GT2	ABT16312.1	0.026665635	0.007161936
aggregates-combined-assembly1_5123083_1_347_+	putative polyprenol phosphate mannosyl transferase 1 (Ppm1)	Bacteria;Planctomycetes;Planctomycetacia	GT2	CAD75990.1	0.026635183	0.009704491
aggregates-combined-assembly1_5123083_421_1068_+	glycosyl transferase family 2	Bacteria;Chloroflexi;Chloroflexales	GT4	ABU59697.1	0.026635183	0.009704491
aggregates-combined-assembly1_5612755_1_384_-	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABN77274.1	0.026620334	0.011207241
aggregates-combined-assembly1_5415746_1_480_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.026582449	0.006680803
aggregates-combined-assembly1_5408278_1_557_-	similar to lipopolysaccharide heptosyltransferase I	Bacteria;Planctomycetes;Planctomycetacia	GT9	CAJ74327.1	0.026483752	0.010610154
aggregates-combined-assembly1_5466988_1_766_-	carboxylesterase type B	Bacteria;Proteobacteria;Gammaproteobacteria	CE10	AAM39462.1	0.02647519	0.004302378
aggregates-combined-assembly1_5465715_94_891_+	para-nitrobenzyl esterase	Bacteria;Proteobacteria;Alphaproteobacteria	CE10	AAK22784.1	0.026454718	0.005888869
aggregates-combined-assembly1_5575926_1_506_-	glycoside hydrolase family 2 sugar binding	Bacteria;Verrucomicrobia;Opitutae	GH2	ACB74280.1	0.026448492	0.005485399
aggregates-combined-assembly1_5376792_1392_1753_-	"beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family"	Bacteria;Proteobacteria;Gammaproteobacteria	GH39	BAA95685.1	0.026444226	0.007977226
aggregates-combined-assembly1_5602782_1_511_+	surface protein PspC	Bacteria;Firmicutes;Clostridia	GH73	ACD24635.1	0.02643298	0.01130739
aggregates-combined-assembly1_5559671_131_769_-	Methyltransferase type 11	Bacteria;Cyanobacteria;Oscillatoriales	GT2	ABG52805.1	0.026423571	0.00263179
aggregates-combined-assembly1_5378884_303_967_+	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.026416773	0.010192626
aggregates-combined-assembly1_5366685_1_268_-	Dolichyl-diphosphooligosaccharide--protein glycotransferase	Archaea;Crenarchaeota;Thermoprotei	GT66	ABX11975.1	0.026392096	0.006727213
aggregates-combined-assembly1_5179897_1_351_+	glycoside hydrolase family 16	Bacteria;Proteobacteria;Alphaproteobacteria	GH16	ABZ73922.1	0.026376645	0.007239672
aggregates-combined-assembly1_4846044_1_718_-	"glycosyltransferase, family 4"	Archaea;Euryarchaeota;Thermococci	GT4	BAD85910.1	0.026339211	0.007063324
aggregates-combined-assembly1_5563108_1_738_+	"Glycosyl transferase, family 2:Glycosyl transferase, group 1"	Bacteria;Proteobacteria;Betaproteobacteria	GT4	AAZ60100.1	0.026320669	0.001008821
aggregates-combined-assembly1_5521363_1_366_-	glycosyl hydrolases 38-like	Bacteria;Acidobacteria;Acidobacteriales	GH38	ABF42123.1	0.026307553	0.006386428
aggregates-combined-assembly1_5627861_1_479_-	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase fused to PHP family phosphoesterase	Bacteria;Verrucomicrobia;unclassified	GT28	ACD83686.1	0.026305309	0.005666925
aggregates-combined-assembly1_5521400_84_968_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABL00931.1	0.026287081	0.006337464
aggregates-combined-assembly1_5010550_563_1045_-	glycosyl transferase group 1	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABW68397.1	0.026276589	0.007509416
aggregates-combined-assembly1_5194152_1_415_-	N-acetylglucosamine-6-phosphate deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE9	ABQ30629.1	0.026261138	0.007121177
aggregates-combined-assembly1_5080176_1_467_+	alpha amylase catalytic region	Bacteria;Actinobacteria;Actinobacteridae	GH13	ABS02785.1	0.026252515	0.007857561
aggregates-combined-assembly1_5561544_373_515_-	LmbE family protein	Bacteria;Verrucomicrobia;Opitutae	CE14	ACB75892.1	0.026235043	0.008842226
aggregates-combined-assembly1_5310022_1_974_-	4-alpha-glucanotransferase	Bacteria;Proteobacteria;Alphaproteobacteria	GH77	ABE40704.1	0.026230837	0.008527427
aggregates-combined-assembly1_5633691_1_546_+	PHP family phosphoesterase fused to glycosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT4	ACD84038.1	0.026178647	0.01147317
aggregates-combined-assembly1_4983909_1_973_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.026164462	0.007203491
aggregates-combined-assembly1_5313937_367_621_+	transferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABK66067.1	0.026158747	0.003705176
aggregates-combined-assembly1_5576336_6_470_-	Beta-mannanase-like	Bacteria;Firmicutes;Clostridia	GH26	ABC20431.1	0.026096636	0.003345996
aggregates-combined-assembly1_4807471_1_717_+	putative beta-xylosidase	Bacteria;Bacteroidetes;Bacteroidetes	GH43	BAD47374.1	0.026063803	0.007086146
aggregates-combined-assembly1_5536426_46_824_-	"transcriptional regulator, AraC family"	Bacteria;Firmicutes;Clostridia	GH39	ABW17626.1	0.026059538	0.009848907
aggregates-combined-assembly1_5057995_102_965_-	glycosyl transferase family 2	Archaea;Crenarchaeota;Thermoprotei	GT2	ABX12491.1	0.026038371	0.005789174
aggregates-combined-assembly1_5093266_1_560_+	conserved hypothetical protein	Bacteria;Actinobacteria;Actinobacteridae	GH15	CAD55318.1	0.026013031	0.007419636
aggregates-combined-assembly1_4644555_1_514_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABL00931.1	0.025919262	0.00578048
aggregates-combined-assembly1_5603353_1_473_-	N-acetylglucosamine-6-phosphate deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE9	ABQ30629.1	0.0259156	0.01135078
aggregates-combined-assembly1_5562009_1_655_+	glycosyltransferase 36	Bacteria;Proteobacteria;Deltaproteobacteria	GT84	ABQ28483.1	0.02590568	0.00317455
aggregates-combined-assembly1_5428916_1_645_+	4-alpha-glucanotransferase	Bacteria;Actinobacteria;Actinobacteridae	GH77	ABP45897.1	0.025857998	0.007633519
aggregates-combined-assembly1_4963377_1_1006_+	"Alpha amylase, catalytic subdomain"	Bacteria;Proteobacteria;Betaproteobacteria	GH13	AAZ97127.1	0.025805205	0.01034839
aggregates-combined-assembly1_5426734_1_769_+	Glycosyltransferases involved in cell wall biogenesis-like	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABB37645.1	0.025759118	0.003574666
aggregates-combined-assembly1_5426734_902_1780_+	similar to glucosyl-transferase	Bacteria;Planctomycetes;Planctomycetacia	GT2	CAJ72492.1	0.025759118	0.003574666
aggregates-combined-assembly1_4943827_1_604_+	conserved hypothetical protein	Bacteria;Cyanobacteria;Chroococcales	GT2	ABB57203.1	0.025743246	0.009578589
aggregates-combined-assembly1_4928427_1_567_-	glycosyl transferase-like protein	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	AAS83057.1	0.025743003	0.005688923
aggregates-combined-assembly1_5611353_1_405_+	acylaminoacyl-peptidase	Archaea;Euryarchaeota;Halobacteria	CE10	AAG20414.1	0.025739401	0.003399851
aggregates-combined-assembly1_5228600_1_496_+	"glycosyl transferase, group 1"	Bacteria;Chloroflexi;Chloroflexales	GT4	ABQ89195.1	0.025722683	0.006863005
aggregates-combined-assembly1_5082957_107_464_+	hypothetical protein	Eukaryota;Fungi;Ascomycota	GH93	EAA29319.1	0.025721173	0.008210142
aggregates-combined-assembly1_5536326_182_593_+	glycosyl transferase group 1	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	ABR64412.1	0.025670644	0.008965358
aggregates-combined-assembly1_5340324_1193_2008_+	"glycosyl hydrolase, family 16"	Bacteria;Bacteroidetes;Flavobacteria	GH16	CAL68407.1	0.025650081	0.006022315
aggregates-combined-assembly1_5340324_2017_2193_+	"Glucan endo-1,3-beta-D-glucosidase"	Bacteria;Thermotogae;Thermotogales	GH16	ABS60152.1	0.025650081	0.006022315
aggregates-combined-assembly1_5257027_1_630_+	putative bifunctional enzyme including aminotransferase and chitin synthase	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	CAG74948.1	0.025645212	0.008283548
aggregates-combined-assembly1_5098026_110_511_-	chitin-binding protein	Bacteria;Firmicutes;Bacillales	CBM33	AAU17736.1	0.025623383	0.007171971
aggregates-combined-assembly1_4561665_1_550_+	"Glycosyl transferase, family 2:Glycosyl transferase, group 1"	Bacteria;Proteobacteria;Betaproteobacteria	GT2	AAZ60100.1	0.02561476	0.008173254
aggregates-combined-assembly1_5789369_1_231_-	LmbE family protein	Bacteria;Verrucomicrobia;Opitutae	CE14	ACB75892.1	0.025611066	0.004843586
aggregates-combined-assembly1_4944551_1_352_-	possible glycosyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABG97542.1	0.025602819	0.005315617
aggregates-combined-assembly1_4944551_362_803_-	similar to lipopolysaccharide core biosynthesis protein	Bacteria;Planctomycetes;Planctomycetacia	GT4	CAJ74349.1	0.025602819	0.005315617
aggregates-combined-assembly1_5056451_1_1009_+	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	none	AAV93368.1	0.025571947	0.011875441
aggregates-combined-assembly1_5505547_1_486_+	"glycosyl transferase, group 1"	Bacteria;Bacteroidetes;Flavobacteria	GT4	ABQ07579.1	0.025556404	0.006811845
aggregates-combined-assembly1_5601431_234_572_-	hypothetical protein	Bacteria;Planctomycetes;Planctomycetacia	GT9	CAJ74686.1	0.025495048	0.007405749
aggregates-combined-assembly1_4935165_1_833_+	glycosyltransferase	Bacteria;Proteobacteria;Epsilonproteobacteria	GT4	ABV66952.1	0.025493782	0.00872177
aggregates-combined-assembly1_5271132_1_967_-	glycosyl transferase group 1	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	ACB80345.1	0.025493782	0.00872177
aggregates-combined-assembly1_5271132_1014_1278_-	conserved hypothetical protein	Bacteria;Firmicutes;Clostridia	none	ACB85945.1	0.025493782	0.00872177
aggregates-combined-assembly1_5465600_1_320_-	Hypothetical lipoprotein ybbD precursor	Bacteria;Firmicutes;Bacillales	GH3	ACA39985.1	0.025458881	0.003111675
aggregates-combined-assembly1_5600462_550_1158_+	glycosyl hydrolases 38-like	Bacteria;Acidobacteria;Acidobacteriales	GH38	ABF42123.1	0.025442766	0.006478443
aggregates-combined-assembly1_4860987_248_840_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.02542118	0.008266042
aggregates-combined-assembly1_5791378_1_476_+	putative oxidoreductase (putative secreted protein)	Bacteria;Bacteroidetes;Sphingobacteria	GH109	EAZ80128.1	0.025416487	0.007567721
aggregates-combined-assembly1_5481431_1_348_-	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	CE9	AAK23947.1	0.02539326	0.00662911
aggregates-combined-assembly1_5547761_46_1035_+	hypothetical protein	Bacteria;Planctomycetes;Planctomycetacia	GT83	CAJ74247.1	0.025390728	0.009846996
aggregates-combined-assembly1_5354654_170_602_-	amidohydrolase	Bacteria;Firmicutes;Clostridia	CE9	ABY91792.1	0.025353446	0.007726293
aggregates-combined-assembly1_5165696_1_437_-	oxidoreductase domain protein	Bacteria;Proteobacteria;Gammaproteobacteria	GH109	ABV86790.1	0.025338506	0.004799472
aggregates-combined-assembly1_5429156_241_671_+	amidohydrolase	Bacteria;Acidobacteria;Acidobacteriales	CE9	ABF43501.1	0.025325015	0.008042434
aggregates-combined-assembly1_5734893_1_430_+	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.025318034	0.006870593
aggregates-combined-assembly1_5402702_1_182_-	amidohydrolase	Bacteria;Acidobacteria;Solibacteres	CE9	ABJ87642.1	0.025297051	0.010071966
aggregates-combined-assembly1_5387949_353_531_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.025286467	0.007288938
aggregates-combined-assembly1_5137277_58_537_-	"glycosyl transferase, group 1"	Bacteria;Actinobacteria;Actinobacteridae	GT4	ABK01659.1	0.025210171	0.003020362
aggregates-combined-assembly1_5284045_1_635_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.025183473	0.004281904
aggregates-combined-assembly1_4985333_1_640_-	Conserved hypothetical protein	Bacteria;Spirochaetes;Spirochaetales	GT2	ABJ79192.1	0.02517247	0.00994134
aggregates-combined-assembly1_5271355_59_466_-	TPR repeat-containing protein	Bacteria;Proteobacteria;Betaproteobacteria	GT41	ABP35040.1	0.02515602	0.006877605
aggregates-combined-assembly1_5063740_1_342_+	"Glycosyl transferase, group 1"	Bacteria;Firmicutes;Clostridia	GT4	ABC19678.1	0.025110963	0.008417888
aggregates-combined-assembly1_5216594_1_763_+	putative glycosyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT9	BAD57242.1	0.025022154	0.008479269
aggregates-combined-assembly1_5163902_1_494_-	arylsulfatase	Bacteria;Planctomycetes;Planctomycetacia	GH43	CAD72594.1	0.025012326	0.006237285
aggregates-combined-assembly1_5054696_1_414_+	glycosyl transferase	Bacteria;Chlorobi;Chlorobia	GT2	AAM71688.1	0.024970024	0.007276791
aggregates-combined-assembly1_5097831_1_689_+	"Glycosyl transferase, family 2:Glycosyl transferase, group 1"	Bacteria;Proteobacteria;Betaproteobacteria	GT2	AAZ60100.1	0.024935367	0.004883037
aggregates-combined-assembly1_5637193_1_357_-	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.024928385	0.005600053
aggregates-combined-assembly1_4839949_1_474_+	glycosyl transferase group 1	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABS25632.1	0.024918649	0.006999775
